text,intent,language,screen,action_type,source
profile edit karanna විවෘත කරන්න,open_profile_settings,mixed_script,account,navigation,mixed_ro_alias
do logout,logout,en,account,action,template
photo ekak danna කරන්න,add_photo,mixed_script,report_flow,action,mixed_ro_alias
create report for danger of electric shock,select_electric_shock_risk,en,safety_related_issues,select_issue,template
back wenna වෙත යන්න,go_back,mixed_script,global,navigation,mixed_ro_alias
udaw saha sahaya pennanna,open_help_support,si_latin,account,navigation,template
mata transformer issues report karanna,select_transformer_issues,mixed_latin,electricity_board_report,select_board_category,mixed_en_alias
choose over voltage,select_high_voltage,en,voltage_technical_issues,select_issue,template
there is broken power line,select_power_line_faults,en,electricity_board_report,select_board_category,template
voltage issues eka select karanna,open_voltage_technical_issues,si_latin,home,navigation,template
open intermittent supply,select_intermittent_supply,en,power_supply_issues,select_issue,template
වාර්තාව යවන්න,submit_report,si_script,dialog,action,direct
broken meter box eka විකල්පය තෝරන්න,select_broken_meter_box,mixed_script,infrastructure_issues,select_issue,mixed_ro_alias
take a photo karanna,add_photo,mixed_latin,report_flow,action,mixed_en_alias
damaged power lines,select_damaged_power_lines,en,infrastructure_issues,select_issue,direct
substation failure eka තෝරන්න,select_substation_issues,mixed_script,electricity_board_report,select_board_category,mixed_ro_alias
කරුණාකර submit karanna please app,submit_report,noisy_mixed,dialog,action,noise
ආපසු යන්න වෙත යන්න,go_back,si_script,global,navigation,template
transformer issues problem,select_transformer_issues,en,electricity_board_report,select_board_category,template
take me to open this report,open_activity_details,en,activities,navigation,template
open show service history,view_activities,en,success_dialog,navigation,template
power line faults problem,select_power_line_faults,en,electricity_board_report,select_board_category,template
open this report eka tap karanna,open_activity_details,mixed_latin,activities,navigation,mixed_en_alias
technical getalu select karanna,open_voltage_technical_issues,si_latin,home,navigation,template
outages and interruptions pennanna,open_power_supply_issues,mixed_latin,home,navigation,mixed_en_alias
I have fluctuating voltage,select_fluctuating_voltage,en,voltage_technical_issues,select_issue,template
smart device issues page ekata yanna,open_monitoring_device_issues,mixed_latin,home,navigation,mixed_en_alias
can you open safety issues,open_safety_related_issues,en,home,navigation,template
පැතිකඩ සංස්කරණය කරන්න පෙන්වන්න,open_profile_settings,si_script,account,navigation,template
select සම්බන්ධතාවය නැති ගැටළුව,select_device_connectivity,mixed_script,monitoring_device_issues,select_issue,mixed_si_alias
can you set location next,continue_to_location,en,report_flow,action,template
bare wires report karanna,select_exposed_wiring,mixed_latin,safety_related_issues,select_issue,mixed_en_alias
please ලිපිනය සොයන්න,search_location,mixed_script,location,action,mixed_si_alias
please search eka nathara karanna option eka tap karanna,cancel_request,noisy_mixed,technician_flow,action,noise
ආරක්ෂාව සම්බන්ධ ගැටළු පෙන්වන්න,open_safety_related_issues,si_script,home,navigation,template
main screen open karanna,go_home,mixed_latin,bottom_navigation,navigation,mixed_en_alias
there is burnt smell,select_burning_smell,en,safety_related_issues,select_issue,template
mata attach photo one,add_photo,mixed_latin,report_flow,action,mixed_en_alias
කඩා වැටුණු කණුව විකල්පය තෝරන්න,select_fallen_pole,si_script,infrastructure_issues,select_issue,template
circuit breaker tripping kiyana option eka select karanna,select_substation_issues,mixed_latin,electricity_board_report,select_board_category,mixed_en_alias
can you sign out,logout,en,account,action,template
choose circuit breaker tripping,select_substation_issues,en,electricity_board_report,select_board_category,template
use intermittent supply,select_intermittent_supply,en,power_supply_issues,select_issue,template
select short circuit,select_short_circuit_or_fire,en,electricity_board_report,select_board_category,template
adu voltage eka issue eka,select_low_voltage,si_latin,voltage_technical_issues,select_issue,template
use wrong meter reading,select_faulty_meter_reading,en,monitoring_device_issues,select_issue,template
select power keeps coming and going,select_intermittent_supply,en,power_supply_issues,select_issue,template
report fallen cable,select_power_line_faults,en,electricity_board_report,select_board_category,template
scheduled power cut eka thoranna,select_scheduled_power_cut,mixed_latin,power_supply_issues,select_issue,mixed_en_alias
show me open this report,open_activity_details,en,activities,navigation,template
can you review report,review_and_confirm_issue,en,electricity_board_flow,action,template
damaged power lines kiyana option eka select karanna,select_damaged_power_lines,mixed_latin,infrastructure_issues,select_issue,mixed_en_alias
meter reading issue eka thoranna,select_faulty_meter_reading,mixed_latin,monitoring_device_issues,select_issue,mixed_en_alias
can you open go back,go_back,en,global,navigation,template
next ekata yanna option eka tap karanna,continue_next,si_latin,report_flow,action,template
navigate to විදුලි සැපයුම් ගැටළු,open_power_supply_issues,mixed_script,home,navigation,mixed_si_alias
continue karanna බොත්තම ඔබන්න,continue_next,mixed_script,report_flow,action,mixed_ro_alias
mul page eka වෙත යන්න,go_home,mixed_script,bottom_navigation,navigation,mixed_ro_alias
no visible reason select karanna,select_unknown_investigation_required,mixed_latin,electricity_board_report,select_board_category,mixed_en_alias
please select burning smell,select_burning_smell,en,safety_related_issues,select_issue,template
open වෝල්ටීයතාවය වෙනස් වීම,select_fluctuating_voltage,mixed_script,voltage_technical_issues,select_issue,mixed_si_alias
shock risk problem ekak thiyenawa,select_electric_shock_risk,mixed_latin,safety_related_issues,select_issue,mixed_en_alias
mage account eka පෙන්වන්න,open_account,mixed_script,bottom_navigation,navigation,mixed_ro_alias
smart meter problem issue,select_smart_meter_issue,en,monitoring_device_issues,select_issue,template
can you open support,open_help_support,en,account,navigation,template
my issue is burnt smell,select_burning_smell,en,safety_related_issues,select_issue,template
planned current cut eka ලෙස සටහන් කරන්න,select_scheduled_power_cut,mixed_script,power_supply_issues,select_issue,mixed_ro_alias
open profile settings eka tap karanna,open_profile_settings,mixed_latin,account,navigation,mixed_en_alias
please ගිණුමෙන් ඉවත් වෙන්න,logout,mixed_script,account,action,mixed_si_alias
wahina nisa damage problem ekak thiyenawa,select_weather_related_damage,si_latin,electricity_board_report,select_board_category,template
reported issues pennanna,open_activities,mixed_latin,bottom_navigation,navigation,mixed_en_alias
navigate to app information,open_about_us,en,account,navigation,template
mul page eka page ekata yanna,go_home,si_latin,bottom_navigation,navigation,template
faulty meter reading eka eka open karanna,select_faulty_meter_reading,si_latin,monitoring_device_issues,select_issue,template
smart meter issue report karanna,select_smart_meter_issue,mixed_latin,monitoring_device_issues,select_issue,mixed_en_alias
